date,balance,revenue,expense,recurring,actual_invoice,actual_income,description
2025-10-10,324727.54,55340.44,5487.16,8000.0,24737.99,42121.96,"Monthly Utilities; User Transactions: -Tamil Nadu Electricity Board (TNEB) (Paid ₹9,737.99 for Commercial electricity bill to Tamil Nadu Electricity Board () [expense], -Kothari & Associates (Paid ₹15,000.00 for GST return filing and auditor compliance review to Kothari &) [expense], +Walk-in Store Sales (Daily) (Received ₹23,839.85 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹18,282.11 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-10-11,349379.4,32519.91,3729.11,0.0,4138.94,21109.03,"User Transactions: -CloudHost Technologies Pvt Ltd (Paid ₹4,138.94 for Monthly cloud hosting subscription to CloudHost Technologies ) [expense], +Walk-in Store Sales (Daily) (Received ₹21,109.03 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-10-12,348103.42,5292.62,4069.6,0.0,2499.0,0.0,"User Transactions: -Airtel Broadband (Paid ₹2,499.00 for Business internet and landline to Airtel Broadband. Cash bala) [expense]"
2025-10-13,348640.63,7468.5,6931.28,0.0,0.0,0.0,Daily retail operations
2025-10-14,354702.44,9552.91,3491.1,0.0,0.0,0.0,Daily retail operations
2025-10-15,355257.1,6023.42,5468.76,0.0,0.0,0.0,Daily retail operations
2025-10-16,359090.7,8625.77,4792.17,0.0,0.0,0.0,Daily retail operations
2025-10-17,363464.21,10655.21,6281.7,0.0,0.0,0.0,Daily retail operations
2025-10-18,406619.04,49405.47,4874.73,0.0,1375.91,38803.34,"User Transactions: -Mineral Water Suppliers (Paid ₹1,375.91 for Monthly drinking water supply for office to Mineral Water Sup) [expense], +Walk-in Store Sales (Daily) (Received ₹10,642.61 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹19,996.35 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹8,164.38 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2025-10-19,401346.71,11049.89,6374.9,0.0,9947.33,0.0,"User Transactions: -Package Craft India (Paid ₹9,947.33 for Custom printed bags and shipping boxes to Package Craft India) [expense]"
2025-10-20,402096.57,6616.24,5866.37,0.0,0.0,0.0,Daily retail operations
2025-10-21,444419.5,46899.52,4576.6,0.0,0.0,39857.36,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹15,200.79 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹24,656.57 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-10-22,467102.98,28236.23,5552.75,0.0,0.0,18782.05,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹18,782.05 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-10-23,308896.95,40003.41,4901.99,0.0,193307.45,37195.75,"User Transactions: -Metro Cash & Carry (Paid ₹67,247.07 for Bulk FMCG and grocery inventory purchase to Metro Cash & Car) [expense], +Walk-in Store Sales (Daily) (Received ₹13,828.96 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹23,366.79 for Daily retail store sales revenue from Walk-in Store Sale) [income], -Festival Inventory Bulk Purchase (Paid ₹126,060.38 for Pre-Diwali bulk inventory stocking to Festival Inventory Bu) [expense]"
2025-10-24,289388.57,12430.26,4216.3,0.0,27722.34,0.0,"User Transactions: -Meta Ads (Diwali Campaign) (Paid ₹27,722.34 for Diwali festive promotion advertising campaign to Meta Ads (D) [expense]"
2025-10-25,280217.54,10884.6,6080.26,0.0,13975.37,0.0,"User Transactions: -Sharma Logistics & Freight (Paid ₹10,640.73 for Freight and delivery charges to Sharma Logistics & Freight. ) [expense], -Google Workspace (Paid ₹3,334.64 for Business email and productivity licenses to Google Workspace.) [expense]"
2025-10-26,280270.06,5623.79,5571.27,0.0,0.0,0.0,Daily retail operations
2025-10-27,284481.07,8745.86,4534.85,0.0,0.0,0.0,Daily retail operations
2025-10-28,148618.66,19372.7,5235.11,75000.0,75000.0,14262.53,"Monthly Payroll Salaries; User Transactions: -Payroll - Staff Salaries (Paid ₹75,000.00 for Monthly staff salary disbursement to Payroll - Staff Salarie) [expense], +Walk-in Store Sales (Daily) (Received ₹8,863.58 for Daily retail store sales revenue from Walk-in Store Sales) [income], +Online Portal Sales (Received ₹5,398.95 for E-commerce platform order settlement from Online Portal S) [income]"
2025-10-29,178539.99,34670.88,4749.54,0.0,0.0,24150.49,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹9,819.61 for Daily retail store sales revenue from Walk-in Store Sales) [income], +Online Portal Sales (Received ₹14,330.88 for E-commerce platform order settlement from Online Portal ) [income]"
2025-10-30,184481.73,8841.31,2899.57,0.0,0.0,0.0,Daily retail operations
2025-10-31,193368.75,13624.05,4737.02,0.0,0.0,0.0,Daily retail operations
2025-11-01,145023.75,18452.27,6797.27,30000.0,30000.0,6153.42,"Monthly Office Rent; User Transactions: -Commercial Realty Trust (Paid ₹30,000.00 for Monthly office and store lease rent to Commercial Realty Tru) [expense], +Online Portal Sales (Received ₹6,153.42 for E-commerce platform order settlement from Online Portal S) [income]"
2025-11-02,146799.38,6489.25,4713.63,0.0,0.0,0.0,Daily retail operations
2025-11-03,139930.48,8992.13,4873.81,0.0,10987.22,0.0,"User Transactions: -Sharma Logistics & Freight (Paid ₹10,987.22 for Freight and delivery charges to Sharma Logistics & Freight. ) [expense]"
2025-11-04,155400.41,21081.55,5611.63,0.0,0.0,14012.54,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹14,012.54 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-11-05,155117.32,5059.96,5343.05,0.0,0.0,0.0,Daily retail operations
2025-11-06,185243.24,36985.6,5382.32,0.0,1477.36,24595.5,"User Transactions: -Mineral Water Suppliers (Paid ₹1,477.36 for Monthly drinking water supply for office to Mineral Water Sup) [expense], +Walk-in Store Sales (Daily) (Received ₹24,595.50 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-11-07,178373.7,13580.71,3748.5,0.0,16701.75,0.0,"User Transactions: -Meta Ads (Paid ₹16,701.75 for Facebook & Instagram advertising campaign to Meta Ads. Cash ) [expense]"
2025-11-08,188420.93,15034.47,4987.24,0.0,0.0,0.0,Daily retail operations
2025-11-09,207045.89,22450.91,3825.94,0.0,0.0,10706.36,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹10,706.36 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-11-10,281052.44,94217.97,4623.88,8000.0,7587.54,86153.1,"Monthly Utilities; User Transactions: -Tamil Nadu Electricity Board (TNEB) (Paid ₹7,587.54 for Commercial electricity bill to Tamil Nadu Electricity Board () [expense], +Diwali Season Sales Surge (Received ₹86,153.10 for Festival season retail sales revenue surge from Diwali S) [income]"
2025-11-11,288874.09,14555.24,6733.59,0.0,0.0,0.0,Daily retail operations
2025-11-12,314243.06,34122.26,6254.29,0.0,2499.0,24603.06,"User Transactions: -Airtel Broadband (Paid ₹2,499.00 for Business internet and landline to Airtel Broadband. Cash bala) [expense], +Walk-in Store Sales (Daily) (Received ₹13,188.24 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Online Portal Sales (Received ₹11,414.82 for E-commerce platform order settlement from Online Portal ) [income]"
2025-11-13,325978.67,19677.88,3803.28,0.0,4138.99,11795.18,"User Transactions: -CloudHost Technologies Pvt Ltd (Paid ₹4,138.99 for Monthly cloud hosting subscription to CloudHost Technologies ) [expense], +Online Portal Sales (Received ₹11,795.18 for E-commerce platform order settlement from Online Portal ) [income]"
2025-11-14,370413.38,49015.55,4580.84,0.0,0.0,32976.6,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹24,555.23 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹8,421.37 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2025-11-15,376922.52,11589.08,5079.94,0.0,0.0,0.0,Daily retail operations
2025-11-16,388312.7,16768.61,5378.42,0.0,0.0,11781.37,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹11,781.37 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-11-17,390801.74,7306.87,4817.83,0.0,0.0,0.0,Daily retail operations
2025-11-18,413479.06,28151.06,5473.73,0.0,0.0,23030.29,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹23,030.29 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-11-19,414966.1,5936.83,4449.78,0.0,0.0,0.0,Daily retail operations
2025-11-20,418979.25,8398.95,4385.81,0.0,0.0,0.0,Daily retail operations
2025-11-21,422746.11,12453.92,5515.92,0.0,3171.14,0.0,"User Transactions: -HDFC Bank (Paid ₹3,171.14 for Bank account maintenance and POS charges to HDFC Bank. Cash b) [expense]"
2025-11-22,538565.92,121035.36,5215.55,0.0,0.0,111554.99,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹12,242.01 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Apex Enterprises (Client) (Received ₹99,312.98 for Wholesale goods dispatch payment from corporate client f) [income]"
2025-11-23,508252.04,17002.88,3839.0,0.0,43477.76,9837.63,"User Transactions: -Metro Cash & Carry (Paid ₹43,477.76 for Bulk FMCG and grocery inventory purchase to Metro Cash & Car) [expense], +Walk-in Store Sales (Daily) (Received ₹9,837.63 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2025-11-24,565628.18,61641.31,4265.17,0.0,0.0,56126.43,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹10,627.41 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹23,716.28 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹21,782.74 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-11-25,567499.55,9443.6,7572.23,0.0,0.0,0.0,Daily retail operations
2025-11-26,645431.02,84108.87,6177.4,0.0,0.0,77034.67,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹11,009.89 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹23,823.87 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹19,388.42 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹22,812.49 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-11-27,686465.39,44094.43,3060.07,0.0,0.0,33975.84,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹23,613.68 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Online Portal Sales (Received ₹10,362.16 for E-commerce platform order settlement from Online Portal ) [income]"
2025-11-28,597128.33,66213.13,5550.19,75000.0,75000.0,51435.15,"Monthly Payroll Salaries; User Transactions: -Payroll - Staff Salaries (Paid ₹75,000.00 for Monthly staff salary disbursement to Payroll - Staff Salarie) [expense], +Walk-in Store Sales (Daily) (Received ₹8,658.32 for Daily retail store sales revenue from Walk-in Store Sales) [income], +Star Retailers (Client) (Received ₹42,776.83 for Wholesale order invoice payment from retail chain from S) [income]"
2025-11-29,555309.37,13032.44,4000.19,0.0,50851.21,0.0,"User Transactions: -ABC Traders (Paid ₹50,851.21 for Inventory restocking - general merchandise to ABC Traders. C) [expense]"
2025-11-30,572540.2,22630.03,5399.2,0.0,0.0,12024.53,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹12,024.53 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-01,515790.82,9754.51,6503.89,30000.0,30000.0,0.0,"Monthly Office Rent; User Transactions: -Commercial Realty Trust (Paid ₹30,000.00 for Monthly office and store lease rent to Commercial Realty Tru) [expense]"
2025-12-02,506836.23,9485.51,4804.79,0.0,13635.32,0.0,"User Transactions: -Package Craft India (Paid ₹13,635.32 for Custom printed bags and shipping boxes to Package Craft Indi) [expense]"
2025-12-03,526163.35,32161.92,6357.91,0.0,6476.88,24130.87,"User Transactions: -Sharma Logistics & Freight (Paid ₹6,476.88 for Freight and delivery charges to Sharma Logistics & Freight. C) [expense], +Walk-in Store Sales (Daily) (Received ₹24,130.87 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-04,552715.63,29495.82,2943.54,0.0,0.0,20235.82,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹20,235.82 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-05,510605.35,13431.45,5541.73,0.0,50000.0,0.0,"User Transactions: -IFET College of Engineering (Paid ₹50,000.00 for Annual college tuition fees for son to IFET College of Engin) [expense]"
2025-12-06,536099.01,30279.93,4786.27,0.0,0.0,17870.03,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹17,870.03 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-07,557205.4,23663.53,2557.14,0.0,0.0,14191.77,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹14,191.77 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-08,555151.26,3422.74,5476.88,0.0,0.0,0.0,Daily retail operations
2025-12-09,563074.39,25242.89,5923.46,0.0,11396.3,17404.94,"User Transactions: -Meta Ads (Paid ₹11,396.30 for Facebook & Instagram advertising campaign to Meta Ads. Cash ) [expense], +Walk-in Store Sales (Daily) (Received ₹8,650.37 for Daily retail store sales revenue from Walk-in Store Sales) [income], +Walk-in Store Sales (Daily) (Received ₹8,754.57 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2025-12-10,574846.79,32338.13,4103.13,8000.0,8462.6,24490.22,"Monthly Utilities; User Transactions: -Tamil Nadu Electricity Board (TNEB) (Paid ₹8,462.60 for Commercial electricity bill to Tamil Nadu Electricity Board () [expense], +Walk-in Store Sales (Daily) (Received ₹16,621.08 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Online Portal Sales (Received ₹7,869.14 for E-commerce platform order settlement from Online Portal S) [income]"
2025-12-11,597807.22,28226.05,5265.62,0.0,0.0,19277.59,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹19,277.59 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-12,606199.47,14914.35,4023.1,0.0,2499.0,0.0,"User Transactions: -Airtel Broadband (Paid ₹2,499.00 for Business internet and landline to Airtel Broadband. Cash bala) [expense]"
2025-12-13,632204.32,30405.86,4401.01,0.0,0.0,19852.54,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹19,852.54 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-14,662745.34,34851.73,4310.72,0.0,0.0,26334.3,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹18,305.55 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹8,028.75 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2025-12-15,663828.47,7803.15,6720.02,0.0,0.0,0.0,Daily retail operations
2025-12-16,663321.74,7172.25,4320.73,0.0,3358.25,0.0,"User Transactions: -Google Workspace (Paid ₹3,358.25 for Business email and productivity licenses to Google Workspace.) [expense]"
2025-12-17,676061.49,18127.37,5387.62,0.0,0.0,9965.98,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹9,965.98 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2025-12-18,661792.21,23820.37,6501.19,0.0,31588.46,13337.25,"User Transactions: -ABC Traders (Paid ₹31,588.46 for Inventory restocking - general merchandise to ABC Traders. C) [expense], +Online Portal Sales (Received ₹13,337.25 for E-commerce platform order settlement from Online Portal ) [income]"
2025-12-19,675311.01,19743.66,4785.22,0.0,1439.64,8009.5,"User Transactions: -Mineral Water Suppliers (Paid ₹1,439.64 for Monthly drinking water supply for office to Mineral Water Sup) [expense], +Online Portal Sales (Received ₹8,009.50 for E-commerce platform order settlement from Online Portal S) [income]"
2025-12-20,699323.03,29166.87,5154.85,0.0,0.0,15387.58,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹15,387.58 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-21,703983.58,10304.7,5644.15,0.0,0.0,0.0,Daily retail operations
2025-12-22,820614.79,120928.49,4297.28,0.0,0.0,112787.54,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹20,230.31 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹14,942.68 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Star Retailers (Client) (Received ₹77,614.55 for Wholesale order invoice payment from retail chain from S) [income]"
2025-12-23,825313.91,9063.74,4364.62,0.0,0.0,0.0,Daily retail operations
2025-12-24,870638.75,50551.92,5227.07,0.0,0.0,41898.92,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹21,369.28 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹20,529.64 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-25,791056.97,4856.04,5637.82,0.0,78800.0,0.0,"User Transactions: -Metro Cash & Carry (Paid ₹78,800.00 for Bulk FMCG and grocery inventory purchase to Metro Cash & Car) [expense]"
2025-12-26,801702.59,16939.8,6294.17,0.0,0.0,0.0,Daily retail operations
2025-12-27,813506.3,15975.97,4172.26,0.0,0.0,0.0,Daily retail operations
2025-12-28,668903.28,9982.83,4585.86,75000.0,75000.0,0.0,"Monthly Payroll Salaries; User Transactions: -Payroll - Staff Salaries (Paid ₹75,000.00 for Monthly staff salary disbursement to Payroll - Staff Salarie) [expense]"
2025-12-29,692722.27,34698.24,6520.28,0.0,4358.96,24542.27,"User Transactions: -CloudHost Technologies Pvt Ltd (Paid ₹4,358.96 for Monthly cloud hosting subscription to CloudHost Technologies ) [expense], +Walk-in Store Sales (Daily) (Received ₹17,802.00 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Online Portal Sales (Received ₹6,740.27 for E-commerce platform order settlement from Online Portal S) [income]"
2025-12-30,688213.04,43300.93,3610.17,0.0,44199.99,35324.08,"User Transactions: -ABC Traders (Paid ₹44,199.99 for Inventory restocking - general merchandise to ABC Traders. C) [expense], +Walk-in Store Sales (Daily) (Received ₹21,710.68 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹13,613.40 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2025-12-31,689043.06,7186.77,6356.74,0.0,0.0,0.0,Daily retail operations
2026-01-01,641783.1,17594.82,4854.78,30000.0,30000.0,8785.63,"Monthly Office Rent; User Transactions: -Commercial Realty Trust (Paid ₹30,000.00 for Monthly office and store lease rent to Commercial Realty Tru) [expense], +Walk-in Store Sales (Daily) (Received ₹8,785.63 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2026-01-02,662572.99,26244.81,5454.93,0.0,0.0,10574.06,"User Transactions: +Online Portal Sales (Received ₹10,574.06 for E-commerce platform order settlement from Online Portal ) [income]"
2026-01-03,623494.61,23340.01,7051.56,0.0,55366.83,12824.37,"User Transactions: -ABC Traders (Paid ₹47,673.46 for Inventory restocking - general merchandise to ABC Traders. C) [expense], -Sharma Logistics & Freight (Paid ₹7,693.37 for Freight and delivery charges to Sharma Logistics & Freight. C) [expense], +Walk-in Store Sales (Daily) (Received ₹12,824.37 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-04,623392.64,6093.69,6195.66,0.0,0.0,0.0,Daily retail operations
2026-01-05,586219.41,7773.89,4661.33,0.0,40285.79,0.0,"User Transactions: -ABC Traders (Paid ₹40,285.79 for Inventory restocking - general merchandise to ABC Traders. C) [expense]"
2026-01-06,589804.79,21290.17,4160.23,0.0,13544.56,13041.1,"User Transactions: -Package Craft India (Paid ₹13,544.56 for Custom printed bags and shipping boxes to Package Craft Indi) [expense], +Online Portal Sales (Received ₹13,041.10 for E-commerce platform order settlement from Online Portal ) [income]"
2026-01-07,594593.66,10348.88,5560.02,0.0,0.0,0.0,Daily retail operations
2026-01-08,600280.36,10334.88,4648.17,0.0,0.0,0.0,Daily retail operations
2026-01-09,607368.52,12282.94,5194.79,0.0,0.0,0.0,Daily retail operations
2026-01-10,582708.57,14218.06,6135.91,8000.0,24742.1,0.0,"Monthly Utilities; User Transactions: -Tamil Nadu Electricity Board (TNEB) (Paid ₹8,281.24 for Commercial electricity bill to Tamil Nadu Electricity Board () [expense], -Kothari & Associates (Paid ₹15,000.00 for GST return filing and auditor compliance review to Kothari &) [expense], -Mineral Water Suppliers (Paid ₹1,460.86 for Monthly drinking water supply for office to Mineral Water Sup) [expense]"
2026-01-11,615065.95,35005.59,2648.2,0.0,0.0,25492.38,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹15,904.80 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹9,587.58 for Daily retail store sales revenue from Walk-in Store Sales) [income]"
2026-01-12,614380.59,8285.35,6471.71,0.0,2499.0,0.0,"User Transactions: -Airtel Broadband (Paid ₹2,499.00 for Business internet and landline to Airtel Broadband. Cash bala) [expense]"
2026-01-13,628091.71,16491.88,2780.76,0.0,0.0,12147.74,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹12,147.74 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-14,654835.1,31212.27,4468.89,0.0,0.0,23064.33,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹23,064.33 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-15,672913.39,27443.91,5101.07,0.0,4264.56,19485.66,"User Transactions: -CloudHost Technologies Pvt Ltd (Paid ₹4,264.56 for Monthly cloud hosting subscription to CloudHost Technologies ) [expense], +Walk-in Store Sales (Daily) (Received ₹19,485.66 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-16,700348.76,32058.53,4623.16,0.0,0.0,18391.66,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹18,391.66 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-17,782790.75,88866.14,6424.15,0.0,0.0,75115.83,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹16,044.17 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Pongal Festival Sales (Received ₹59,071.66 for Pongal festive retail sales revenue from Pongal Festival) [income]"
2026-01-18,785964.56,9740.39,6566.58,0.0,0.0,0.0,Daily retail operations
2026-01-19,823447.92,40887.54,3404.18,0.0,0.0,29618.65,"User Transactions: +Walk-in Store Sales (Daily) (Received ₹18,313.25 for Daily retail store sales revenue from Walk-in Store Sale) [income], +Walk-in Store Sales (Daily) (Received ₹11,305.40 for Daily retail store sales revenue from Walk-in Store Sale) [income]"
2026-01-20,827675.62,10374.63,6146.94,0.0,0.0,0.0,Daily retail operations
